Auteur;P1;Ecole_pays_1;P_Dates;Id
CHINARD PIERRE;;;;24791
CHOPPIN PAUL;auteuil, 1856, ?, 1937, nationalité : française;;1856-1937;24792
CHOPPIN PAUL FRANÇOIS;;FRANCE;;24793
CHOUKINI CHAOUKI;Choukine, 1946;FRANCE,LIBAN;1946;6797
CHOUMOFF PIERRE;Hrodna (biélorusie), 1872, lodz (pologne), 1936.;;1872-1936;6733
CHRETIEN EUGENE ERNEST;Elbeuf, 1840, paris, 1909;FRANCE;1840-1909;13279
CHRETIN THEODORE;;;;24802
CHRISTOFANI;;FRANCE;;24797
CHRISTOPHE & CIE;;;;41465
CHRISTOPHE ERNEST;;FRANCE;;24798
CHUBAC ALBERT;Genève, 1925;SUISSE;1925;24804
CIE DES BRONZIERS;;;;28036
CIPRIANI;;;;18363
CIPRIANI GIOVANNI PINOTTI;;FRANCE;;24819
CIRASSE JOSEPH;Chartres, 1853, saint-cloud, 1926;;1853-1926;24820
CLAIR ALEXANDRE;;FRANCE;;24822
CLARA JOSE;olot, 1878, barcelone, 1958;;1878-1958;10317
CLARK LYGIA;Belo horizonte (brésil), 1920, rio de janeiro (brésil), 1988, femme, nationalité brésilienne;BRESIL;1920-1988;14243
CLAUDE MICHEL;;;;24860
CLAUDEL CAMILLE;fère-en-tardenois, 1864, montdevergues, 1941, femme, nationalité : française, gruet : fondeur d'alphonse de rothschild;;1864-1941;12081
CLAUDET JULIE;née en 1847, morte en 1932, femme;FRANCE;1847-1932;18169
CLAUDET MAX;Fécamp, 1840, salins, 1893;FRANCE;1840-1893;17940
CLAUS JEAN;Saverne, 1939;FRANCE;1939;2017
CLAUSADE LOUIS;;FRANCE;;24847
CLAUSTRE MARTIN;Grenoble (isère), 1480, grenoble (isère), 1524;FRANCE;1480-1524;15718
CLEMENCE ADRIEN NICOLAS;française;FRANCE;;12582
CLEMENCIN FRANÇOIS ANDRE;Lyon (rhône), 1878, ?, 1950;FRANCE;1878-1950;14542
CLEMENTI GILBERT;;;;8940
CLERC SYLVESTRE;toulouse, 1892, toulouse, 1965;FRANCE;1892-1965;9726
CLERION JEAN JACQUES;Aix-en-provence, 1637, paris, 1714;FRANCE;1637-1714;19852
CLESINGER AUGUSTE;Besançon, 1788, besançon, 1852;FRANCE;1788-1852;17990
CLESINGER AUGUSTE  MARNYHAC;;;;24859
CLESINGER GEORGES PHILIPPE;Besançon 1788, besançon, 1852;FRANCE;1788-1852;17991
CLESINGER JEAN BAPTISTE;besançon, 1814, paris, 1883;FRANCE;1814-1883;200
CLODION;nancy, 1738, paris, 1814, nationalité : française;FRANCE;1738-1814;8883
CLOS LOUIS;;ECOLE INCONNUE;;18192
CLUB FRANCAIS DE LA MEDAILLE;;;;6631
CODER;;;;24901
COEFFARD LOUIS ANDRE DE;;FRANCE;;24862
COFFIN FERNAND;?, ?, ?, 1946;;1946;24864
COGNASSE PAUL;;FRANCE;;24865
COGNE FRANÇOIS;aubin (aveyron), 1876-08-10, ?, 1952-04-09;FRANCE;1876-08-10-1952-04-09;12031
COGNE FRANÇOIS VICTOR;;FRANCE;;24866
COGNEE PHILIPPE;Nantes, 1957;FRANCE;1957;12852
COHEN CORAH;?, ?, femme;FRANCE;;416
COIGNERAI ADOLPHE;;FRANCE,BRETAGNE;;24867
COIGNET JEAN GABRIEL;Aurec-sur-loire, 1951;FRANCE;1951;11103
COIGNIER;;;;1531
COINCHON JACQUES ANTOINE THEODORE;?, 1814, ?, 1881#ingres : montauban, 1780, paris, 1867;;1814-1881-1780-1867;2677
COLIN A M;;;;8794
COLIN EMILE & CIE;;;;16194
COLINET CLAIRE JEANNE ROBERTE;;FRANCE;;24871
COLLAS ACHILLE;1794, 1859;FRANCE;1794-1859;8206
COLLINI FILIPPO;;;;22491
COLLINI IGNAZIO SECONDO;;;;22491
COLLOMB HENRI;Divonne-les-bains, 1905, ?,1982 (?);FRANCE;1905-1982;249
COLLOT MARIE ANNE;Paris, 1748, nancy, 1821, femme, sculpteur de bustes, de portraits;FRANCE;1748-1821;18193
COLOMBE MICHEL;?, vers 1430, ?, après 1511;FRANCE;1430-1511;21020
COMINO GIOVANNI;?, 1695 mort;;1695;6795
COMOLLI GIOVANI BATTISTA;Italie, 1775, milan (italie), 1830, nationalité française;FRANCE;1775-1830;14546
COMPAGNIE DES FONDEURS ASSOCIES;;;;28878
COMPAGNIE GENERALE TRANSATLANTIQUE;;;;8103
COMPAGNIE NATIONALE DES BRONZES PETERMAN;;;;34940
COMPARD GUZMAN BRITA;;;;6840
CONDE;La chaux de fonds, 1920, ?, 2004;SUISSE;1920-2004;6815
CONDOM JEAN JAQUES;Bordeaux, 1933;FRANCE;1933;24873
CONSAGRA PIETRO;Mazara (sicile), 1920;ITALIE;1920;278
CONSTANT AMEDEE;Libourne, 1830 - id., 1880;;1830-1880;15981
CONSTANT MAURICE;;FRANCE;;24874
CONSTANT NOEMIE;;;;24240
CONTESSE GASTON LOUIS JOSEPH;toulouse, 1870-12-28, ?, 1946, nationalité : française;FRANCE;1870-12-28-1946;8971
CONVERS LOUIS JOSEPH;?, 1860, ?, 1915 ou 1919;FRANCE;1860-1915-1919;8557
CONVERSET P;;;;24843
CONVERT PROSPER;Bourg-en-bresse (?), 1852, ?,1933;FRANCE;1852-1933;182
COQUELIN GABRIEL MARIUS;;FRANCE;;24875
CORAILLE JACQUES PIERRARD DE;metz, c.1670, sarrebruck, 1724, est un sculpteur français actif en sarre durant le premier quart du xviiie siècle (source : wikipédia);;1670-1724;15827
CORBET CHARLES LOUIS;Douai, 1758, paris, 1808;FRANCE;1758-1808;8045
CORBIN RAYMOND;rochefort-sur-mer, 1907, nationalité : française;FRANCE;1907;8974
CORDIER CHARLES HENRI JOSEPH;cambrai, 1827, alger, 1905;FRANCE;1827-1905;8000
CORDIER HENRI;;FRANCE;;24892
CORDIER HENRI LOUIS;Paris, 1853 - id., 1926;;1853-1926;15982
CORDONNIER ALPHONSE AMEDEE;La madeleine-lez-lille, 1848, paris, 1930;FRANCE;1848-1930;8546
CORMIER;;;;26559
CORNET PAUL;;FRANCE;;24897
CORNU LOUIS;;;;34945
COROLLER SOPHIE;femme;;;5160
CORREIA CHARLES;;FRANCE;;24900
CORTONE DOMINIQUE DE;;FRANCE;;24903
CORTOT JEAN PIERRE;Paris, 1787, paris, 1843;FRANCE;1787-1843;20957
COSENTINO CHRISTOPHE;;;;10139
COSSACEANU MARGARETA;?, 1893, ?, 1980, femme;FRANCE;1893-1980;24907
COSSINUS DE VALENCE;;;;15716
COSTA DE BEAUREGARD ALBERT;;FRANCE;;24914
COSTENOBLE;;;;28409
COSTENOBLE F;;;;29521
COSTENOU;;;;28790
COUASNON JEAN LOUIS;Connu de 1747 à1802;FRANCE;1747-1802;21026
COUBERTIN;;;;28879
COUDRAY FRANÇOIS;Villacerf, près de troyes, 1678, dresde, 1727;FRANCE;1678-1727;21027
COUGNY PHILIPPE LOUIS EDMOND;Nevers, 3 octobre 1831, paris, 17 février 1900;FRANCE;3-1831-17-1900;1479
COULENTIANOS COSTAS;Athènes, 1918;GRECE;1918;274
COULENTIANOS KOSTAS;Athènes, 1918, lyon, 1995;GRECE;1918-1995;13914
COULET DANIEL;Montpellier (hérault), 1954;;1954;10165
COULON JEAN;né à ebreuil (allier) le 17 avril 1853 et mort à vichy (allier) le 5 janvier 1923;;17-1853-5-1923;19754
COUR CLAIRE;?, 2e moitié 20e siècle, femme;FRANCE;2-20;12405
COURAILLON FREDERIC;?, 1972, ?, ?, nationalité : française;;1972;24915
COURBE MARIE PAULE;;;;18594
COURBET GUSTAVE;Ornans, 1819, la tour de la peilz (suisse), 1877;;1819-1877;17616
COURTET AUGUSTIN;Lyon, 1821, paris, 1891;;1821-1891;13247
COURTET XAVIER MARIE AUGUSTE;;FRANCE;;24917
COUSIN GUILLAUME;Pont-audemer, 1707, pont-audemer, 1783, guillaume cousin est né à pont-audemer dans une famille de sculpteurs et tourneurs. son oncle jean cousin avait acquis une certaine notoriété lorsqu'il reconnut chez son neveu des aptitudes particulières. il l'aida à entrer au cours des frères coustou. le jeune guillaume y rencontra le célèbre sculpteur pigalle qui devint son ami. choisi par le roi de suède, guillaume cousin exécuta les sculptures de la façade méridionale du palais à stockholm. il mourut à pont-audemer, terrassé par la goutte;FRANCE;1707-1783;12291
COUSIN JEAN;;FRANCE;;24918
COUSIN JEAN LE PERE;;;;27204
COUSIN LE PERE;;;;24918
COUSINARD DAVID;;;;10238
COUSINET MARGUERITE;Paris, 1896, femme, nationalité française;FRANCE;1896;14303
COUSTOU GUILLAUME;lyon, 1677, paris, 1746, 22 février;;1677-1746-22;24920
COUSTOU GUILLAUME IER;Lyon, 1677, paris, 1746;FRANCE;1677-1746;19881
COUSTOU GUILLAUME II;Paris, 1716, paris, 1777;FRANCE;1716-1777;20706
COUSTOU NICOLAS;Lyon, 1658, paris, 1733;FRANCE;1658-1733;19928
COUSTOU UN DES;;;;16717
COUTAN JULES FELIX;Paris, 1848, paris, 1939;FRANCE;1848-1939;8541
COUTAN MONTORGUEIL LAURE;française#laure coutan-montorgueil est née laure martin à dun-sur-auron dans le département du cher en 1855. elle se forme à paris auprès d'alfred boucher et se caractérise par une manière classique qui s'exprime dans les nombreux bustes et des statues allégoriques.elle est reconnue par son temps et reçoit de nombreuses commandes publiques ou privées et participe à l'exposition internationale de chicago en 1893 (sculpture intitulée 'printemps') . on lui doit, entre autres, les bustes de l'astronome le verrier, du prince napoléon, du général boulanger ou de la comtesse de choiseul. citons aussi le buste en bronze, particulièrement expressif, d'andré gill (sur la tombe de ce dernier au cimetière du père lachaise) celui du poète moreau au cimetière de montparnasse, celui de taglioni pour le foyer de l'opéra. elle a également réalisé des statues allégoriques comme la fortune, conservée au château de choisy-le roi (94), grande réplique en marbre de 190 cm représentant une déesse marine, assise sur une roue, symbole de la roue de la fortune et traversant les flots, ou encore sirius, marbre commandé par l'état en 1895 pour le palais de l'industrie sur les champs-elysées et représentant une femme nue, allégorie de l'univers et de la nature. laure coutan a également créé de gracieuses statuettes en bronze comme la jeune fille à l'oiseau;FRANCE;1855-1893-94-190-1895;6006
COUTELLE RENE;;FRANCE;;24926
COUTIN AUGUSTE;reims, 1864, reims, 1942, nationalité : française;CHAMPAGNE;1864-1942;24927
COUTIN ROBERT;Reims, 1891, paris, 1965;FRANCE;1891-1965;2043
COUTURIER HENRI ROBERT;angoulême, 1905, paris, 2008;FRANCE;1905-2008;12040
COUTURIER ROBERT;Angoulême (charente), 1905, paris, 2008, nationalité française;FRANCE;1905-2008;14347
COUVEGNES RAYMOND EMILE;Ermont, 1893, ?, 1985;FRANCE;1893-1985;8593
COYSEVOX ANTOINE;Lyon, 1640, paris, 1720;FRANCE;1640-1720;441
COYSEVOX CHARLES ANTOINE;Lyon, 1640, paris, 1720;FRANCE;1640-1720;20480
CRAGG ANTHONY;Liverpool (royaume-uni), 1949, nationalité britannique;GRANDE-BRETAGNE;1949;14255
CRANNEY FRANCESCHI MARIE ANNE;;FRANCE;;24938
CRAUK ADOLPHE;Valenciennes, 1865, ?;FRANCE;1865;12950
CRAUK ADOLPHE DESIRE;;;;10959
CRAUK GUSTAVE;valenciennes, 1827, meudon, 1905;FRANCE;1827-1905;312
CRAUK GUSTAVE ADOLPHE DESIRE;?, 1810, ?, 1892;;1810-1892;17755
CREMER;;;;24947
CRENIER CAMILLE HENRI;?, 1880, ?, 1914 ou 1918, mort pour la france;FRANCE;1880-1914-1918;8577
CRESCENZI FUSE A;;;;28024
CRESILAS;oeuvre réalisée en bronze en 430 avant jésus-christ et détruite;;430;3740
CROCQ JEAN;d'origine flamande, au service du duc rené ii, il réalise le tombeau de charles le téméraire dans l'église saint georges de nancy (aujourd'hui détruit).;;;8780
CROISY ARISTIDE ONESIME;Fagnon 1840, paris 1899;FRANCE;1840-1899;12033
CROS CESAR ISIDORE HENRY;;;;12998
CROS HENRI;;FRANCE;;24949
CROS HENRY;Narbonne, 1840, paris, 1907;FRANCE;1840-1907;12995
CROUZET JEAN PAUL CAMILLE;le puy-en-velay, 1812, le puy-en-velay, 1881, beauvais : paris, 1772, ?, ?;FRANCE;1812-1881-1772;24955
CROZATIER CHARLES;le puy-en-velay, 1795, paris, 1855;FRANCE;1795-1855;24961
CROZET LOUIS;?, 1878, ?, 1960;FRANCE;1878-1960;24971
CRUET PAUL;paris, 1840, meudon, 1917#cruet : 1880, 1966 avait son atelier à issy entre 1908 et 1917#bénédite : nîmes, 1859, paris, 1925.;;1840-1917-1880-1966-1908-1917-1859-1925;6705
CSAKY JOSEPH;Szeged (hongrie), 1888, paris, 1971, nationalité française depuis 1922 (hongroise à la naissance, avant 1946);HONGRIE,FRANCE;1888-1971-1922-1946;14224
CUBISOLE JEAN ANTOINE;monistrol d'allier, 1811, le puy-en-velay, 1877, nationalité : française;FRANCE;1811-1877;24983
CUENOT FRANÇOIS;;;;25000
CUETO GERMAN;Mexico, 1893, mexico, 1975;MEXIQUE;1893-1975;11502
CUGNOT LOUIS LEON;Paris, 1835, paris, 1894;FRANCE;1835-1894;2151
CURIE PARVINE;;FRANCE;;25009
CURILLON FRANÇOIS;tournus, 1875, paris, 1922;FRANCE;1875-1922;5183
CURILLON PIERRE;tournus, 1866, ?, 1954;FRANCE;1866-1954;5176
CYFFLE PAUL LOUIS;bruges, 1724, ixelles, 1806, nationalité : belge;;1724-1806;25013
D'ANNUNZIO PALMA;;;;25020
D'APRES FALCONET ETIENNE MAURICE;(1716-1791);;1716-1791;41508
DA MUGIANO LORENZO;Milan, 16e siècle, nationalité italienne;ITALIE;16;14581
DACHEUX EDOUARD;péronne, 1879 - 1950, edouard dacheux, sculpteur, peintre de paysages de l'ecole française du xxe siècle, a exposé au salon de la nationale à partir de 1930, passant en 1932 au salon des artistes français. ebéniste de formation et de talent, edouard dacheux s'essaya avec succès à la peinture, mais aussi à la sculpture sur bois et sur plâtre. il fit partie d'un petit noyau d'artistes et de poètes qui animaient la vie culturelle à péronne dans l'entre-deux-guerres. on cite de cet artiste, basé à péronne, passage de gibier sur la somme, la somme en automne, bords de la somme. dacheux a offert de nombreux tableaux de grandes dimensions à la ville de péronne pour participer à la décoration de l'hôtel de ville, dont une série de quatre toiles : les quatre saisons. le musée alfred danicourt possède entre autre de lui ruines de saint-jean-baptiste, les nénuphars, le château d'applaincourt, etangs de cléry-somme, brumes matinales, ainsi que le buste de clemenceau, le père la victoire.;FRANCE;1879-1950-1930-1932;13710
DAEMS NICOLAAS;malines, ?, malines, ?, nationalité : flamande;FLANDRE;;3386
DAILLION HORACE;Paris, 1854, ?;FRANCE;1854;12853
DAILLION PALMA;atina, 1863-03-07, ?, 1943, femme, médailliste;ITALIE;1863-03-07-1943;13206
DAILLY;dieppe, 18e s., ?, 19e s., nationalité : française;;18-19;12470
DALI SALVADOR;;;;8752
DALOU AIME JULES;Paris, 1838-12-31, paris, 1902-04-15, sculpteur français;;1838-12-31-1902-04-15;16418
DALOU JULES;;;;8014
DALVY R;;;;18314
DAMAS MARTINE;reims, 1954-02-04, femme, nationalité : française;FRANCE;1954-02-04;9003
DAMERON OLYMPE;morte en 1864, élève de m coupon, décédée en 1864 d'après l'article de louis auvray dans la revue artistique et littéraire de 1864, (p.179);FRANCE;1864-1864-1864-179;19219
DAMOTTE JEAN;?, 1500, ?, 1563, 'tailleur d'images de 1525 à 1562', nationalité : bourguignonne;FRANCE,BOURGOGNE;1500-1563-1525-1562;25088
DAMPT JEAN;;FRANCE;;25089
DAMPT JEAN AUGUSTE;vénarey-les-laumes, 1853, dijon, 1946, nationalité : française;FRANCE;1853-1946;772
DAN GUERE;;;;13930
DANDELOT PIERRE;paris, 1910, septembre, 26, yerres, 2007;;1910-26-2007;6694
DANIEL;;;;27017
DANIEL DUPUIS;;;;27038
DANNER LEONHARD;;;;7890
DANTAN;19e siècle;;19;19775
DANTAN ANTOINE LAURENT;Saint-cloud, 1798, saint-cloud, 1878;FRANCE;1798-1878;8497
DANTAN EDOUARD;Paris, 1848, villerville, 1897;;1848-1897;25104
DANTAN JEAN PIERRE;paris, 1800-12-28, baden-baden, 1869-09-06;FRANCE;1800-12-28-1869-09-06;25113
DANTAN JEAN PIERRE DIT LE JEUNE;Paris, 1800, baden-baden, 1869;;1800-1869;25114
DANTAN L'AANE;;;;25100
DANTAN L'AINE;;;;21089
DANTAN LE JEUNE;Paris, 1800, baden-baden (empire fédéral allemand), 1869, nationalité française;FRANCE;1800-1869;14469
DANTZELL JOSEPH;;FRANCE,FRANCE;;25115
DAPRES CLODION;;;;41510
DARDE PAUL;;FRANCE;;25116
DARDEL ROBERT GUILLAUME;paris, 1749, paris, 1821;FRANCE;1749-1821;466
DARGER HENRY;Chicago, 1892, chicago, 1973;ETATS-UNIS;1892-1973;11399
DARNAS ROBERT;Lyon (rhône), 1913, lyon (rhône), 1980, nationalité française;FRANCE;1913-1980;14631
DARRAS CLAUDE;;;;11824
DAUDIGNAC CLEMENCE SOPHIE;;;;14381
DAUJON FRANÇOIS;Paris, 1779, connu jusqu'en 1809;FRANCE;1779-1809;21096
DAULIAN LOUIS;;FRANCE,ANJOU;;25117
DAUM;Manufacture daum frères fondée en 1878;FRANCE, LORRAINE;1878;8749
DAUMAS;;;;24234
DAUMAS LOUIS JOSEPH;;FRANCE;;25119
DAUMIER HONORE;;FRANCE;;25120
DAURA PIERRE;minorque, 1896, rockbridge baths, 1976;;1896-1976;9767
DAUTEL PIERRE VICTOR;;FRANCE;;25200
DAUTEZAS L;;FRANCE;;25206
DAUTRY MARC;nîmes, 1930-03-11, nationalité : française;FRANCE;1930-03-11;8881
DAVELINE GEORGETTE;nevers, 1902, paris, 2002, femme;;1902-2002;1422
DAVEY GRENVILLE;Launceston, 1961;ROYAUME-UNI;1961;8727
DAVID ADOLPHE;;FRANCE;;25207
DAVID D'ANGERS;angers, 1788, paris, 1856;FRANCE;1788-1856;11901
DAVID D'ANGERS ROBERT;Paris, 1833, neuilly-sur-seine, 1912;FRANCE;1833-1912;20161
DAVID FERNAND;;FRANCE;;25211
DAVID JACQUES LOUIS;;;;12512
DAVID JEAN;;;;24042
DAVID PIERRE JEAN;angers, 12 mars 1789, paris, 5 janvier 1856;;12-1789-5-1856;12070
DAVID PIERRE LOUIS;;FRANCE;;26211
DAVID ROBERT;Paris, 1833, neuilly-sur-seine, 1912;;1833-1912;2416
DAVIDSON JO;;ETATS-UNIS;;26242
DAVIN AUGUSTE;? (hautes-pyrénées), 1866, grenoble (isère), 1937, nationalité française;FRANCE;1866-1937;14550
DAVY COUDERC;;FRANCE;;26243
DE BRAUX D'ANGLURE;;;;20847
DE BUYSTER PHILIPPE;Anvers, 1595, paris, 1688;FRANCE;1595-1688;20357
DE DIETRICH;;;;15831
DE MARENDE JEAN;;;;238
DE SORIA CLAUDE;Paris, 1926, femme;FRANCE;1926;13893
DE VIGNE PAUL;;BELGIQUE;;26244
DEACON RICHARD;Bangor, 1949;ROYAUME-UNI;1949;8737
DEBARRE JEAN;france, 20e siècle;FRANCE;20;12413
DEBAY AUGUSTE HYACINTHE;;FRANCE;;26245
DEBAY JEAN BAPTISTE JOSEPH FILS;Nantes, 1802, paris, 1862;FRANCE;1802-1862;8498
DEBAY JEAN BAPTISTE JOSEPH PERE;?, 1779, paris, 1863;FRANCE;1779-1863;13069
DEBRE OLIVIER;Paris, 1920, paris, 1999;FRANCE;1920-1999;6852
DEBUT JEAN DIDIER;moulins, 1824, paris, 1893;FRANCE;1824-1893;11908
DECHIN JULES;;FRANCE;;26256
DECK THEODORE;Guebwiller, 1823, sèvres, 1891;FRANCE;1823-1891;2213
DECK THEODORE JOSEPH;;;;2213
DECORCHEMONT EMILE;1851, 1921;;1851-1921;12263
DEFERNEX JEAN BAPTISTE;Lyon, 1728, paris, 1783;FRANCE;1728-1783;20554
DEGAND PIERRE GUISLAIN PHILIBERT;;FRANCE;;26260
DEGAS;;FRANCE;;26261
DEGAS EDGAR;;;;26306
DEGEORGE CHARLES JEAN MARIE;Lyon, 1837, paris, 1888;FRANCE;1837-1888;2217
DEGEORGE CHRISTOPHE THOMAS;;;;21899
DEGLI INNOCENTI PIERLUCA;;;;14196
DEGOULLONS JEAN;Connu à partir de 1671, mort en 1687;FRANCE;1671-1687;21116
DEGUY PAUL ADOLPHE;;FRANCE;;26341
DEHAIS DOMINIQUE;Paris, 1956, nationalité française;FRANCE;1956;14349
DEHELLE G;;;;26343
DEJEAN LOUIS;Paris, 1872, ?, 1954;FRANCE;1872-1954;10709
DEJONGHE BERNARD;Chantilly, 1942;FRANCE;1942;12139
DEJOUX CLAUDE;Vadans, 1732, paris, 1816;FRANCE;1732-1816;17941
DEL BARBIERE DOMENICO;;;;21053
DEL MARLE FELIX;Pont-sur-sambre (nord), 1889, courbevoie (hauts-de-seine), 1952, nationalité française;FRANCE;1889-1952;14327
DELABARRE GERVAIS LE VIEUX;;FRANCE;;26352
DELABRIERE PAUL EDOUARD;Paris, 1829, ?, 1912, nationalité française;FRANCE;1829-1912;15650
DELAFONTAINE AUGUSTE MAXIMILIEN;;;;21132
DELAFONTAINE PIERRE MAXIMILIEN;Paris, 1777, paris, 1860;FRANCE;1777-1860;19969
DELAFOREST YVONNE;;FRANCE;;10744
DELAISTRE FRANÇOIS NICOLAS;Paris, 1746, paris, 1832;FRANCE;1746-1832;11934
DELAMARRE RAYMOND HENRI PHILIPPE;?, 1890, ?, 1986;FRANCE;1890-1986;8585
DELANDRE A;;FRANCE;;18397
DELANDRE ROBERT;Elbeuf, 1879, paris, 1961;;1879-1961;19776
DELAPLANCHE EUGENE;Belleville, 1836, paris, 1891;FRANCE;1836-1891;8533
DELAPORTE EDOUARD;Paris, 1909, saint-jeannet, 1983;FRANCE;1909-1983;13864
DELARCHE JEAN CHARLES;;;;21532
DELAUNAY ROBERT;paris, 1885, montpellier, 1941;FRANCE;1885-1941;749
DELAVILLE LOUIS;Jouy-sous-thelles, 1763, lens, 1841;FRANCE;1763-1841;21150
DELBARRE ALFRED;;FRANCE;;10530
DELBET PIERRE;;FRANCE;;26370
DELECOLE LOUIS AUGUSTE;;FRANCE;;26371
DELESALLE & CIE;;;;21193
DELETREZ LOUIS ALEXIS JOSEPH;Orchies, 1841, orchies, 1892;FRANCE;1841-1892;10613
DELFIEU ANNE;?, femme;;;18679
DELFINO LEONARDO;Turin, 1928;FRANCE,ITALIE;1928;6798
DELIGAND AUGUSTE;sens, 1815, coutances, 1874;FRANCE;1815-1874;5392
DELINGE JULES;Conservateur du musée alexandre dumas de 1904 à 1917;;1904-1917;19231
DELISLE MOLLIEN LISBETH;;FRANCE;;26387
DELLA NOCE GILBERT;Nice, 1955;FRANCE;1955;26388
DELLA ROBBIA;;ITALIE,FLORENCE;;13259
DELLA ROBBIA GIOVANNI;;ITALIE;;26389
DELOR ANDREE;;FRANCE;;26390
DELORME JEAN ANDRE;Sainte-agathe-en-donzy, 1829, sainte-agathe-en-donzy, 1905;FRANCE;1829-1905;18256
DELORME PHILIBERT;;FRANCE;;26392
DELOYE JEAN BAPTISTE GUSTAVE;Sedan, 1838, paris, 1899;;1838-1899;12261
DELPERIER GEORGES;paris, 20 novembre 1865, tours, 30 novembre 1936;;20-1865-30-1936;26405
DELTEIL FELIX;cambrai, 1869, cherbourg, 1936;;1869-1936;26406
DELUOL ANDRE;;FRANCE;;26407
DELVAUX LAURENT;gand, 1696, nivelles, 1778, nationalité : flamande;;1696-1778;10843
DEMESMAY CAMILLE;Besançon, 1815, besançon, 1890;FRANCE;1815-1890;20382
DEMONMEROT MME;autun, xixe siècle, autun, xxe siècle, femme;;;2669
DEMOULIER JULES JOSEPH HONORE;Douai, 1812, paris, 1835;FRANCE;1812-1835;10620
DENECHEAU SERAPHIN;Angers, 1831, ?, 1912;;1831-1912;15992
DENIERE ET MATELIN;;;;16328
DENIS MAURICE;granville, 1870, paris, 1943;FRANCE;1870-1943;2469
DENISE E;;;;18323
DENIZOT LOUIS JOSEPH;?, 1737, ?, 1789 mort après;FRANCE;1737-1789;19996
DENONVILLIERS & FILS;;;;27175
DEPAULIS F;;;;17802
DEPLECHIN VALENTIN EUGENE;roubaix, 1852, ?, 1926, nationalité : française;;1852-1926;10837
DEPOUTOT DANIEL;Strasbourg, 1931, cork en irlande, 2019-02-09;FRANCE;1931-2019-02-09;617
DERAIN ANDRE;Chatou, 1880, garches, 1954;FRANCE;1880-1954;11164
DERBAIS JEROME;Actif à paris entre 1668 et 1715;FRANCE;1668-1715;444
DERBRE LOUIS;Montenay 1925;FRANCE;1925;20686
DERCHEU JULES;;FRANCE;;26490
DEROUBAIX DAMIEN;Lille (nord), 1972;;1972;10239
DERRE EMILE;Paris, 1867, paris, 1938;FRANCE;1867-1938;18224
DERYCKE HENRI;;FRANCE;;8616
DESBARRES PAULE;Nancy, 1845-03-28, nice, 1894-05-09, femme, élève de chapu et delorme;;1845-03-28-1894-05-09;18594
DESBOEUFS ANTOINE;Paris, 1793, paris, 1862;FRANCE;1793-1862;21366
DESBOIS JULES;parçay-les-pins, 1851, paris, 1935;FRANCE;1851-1935;26537
DESBROSSES JOSEPH GABRIEL;Bouchain, 1831, ?, 1846;FRANCE;1831-1846;14372
DESCA EDMOND;vic-bigorre, 1855, vic-bigorre, 1918;;1855-1918;14061
DESCA EDMONT;;FRANCE;;26542
DESCAMPS;;FRANCE;;26545
DESCATOIRE ALEXANDRE;Douai, 1874, marquette-les-lille, 1949;FRANCE;1874-1949;10531
DESCHAMPS;;FRANCE;;26549
DESCHAMPS FREDERIC;;FRANCE;;26552
DESCHAMPS JEAN BAPTISTE;tournus, 1841, naples, 1867;FRANCE;1841-1867;5179
DESCHAMPS LEON JULIEN;;FRANCE;;26553
DESCHAMPS PAUL;;FRANCE;;26554
DESCHIENS;;;;12759
DESCOMBIN MAXIME;Le puley, 1909, charnay-lès-mâcon, 2003;FRANCE;1909-2003;4568
DESCOMPS JOSEPH JULES EMMANUEL;Clermont-ferrand, 1869, paris, 1950;;1869-1950;16798
DESEINE CLAUDE ANDRE;Paris, 1740, petit-gentilly, 1823;FRANCE;1740-1823;21151
DESEINE LOUIS PIERRE;Paris, 1749, paris, 1821;FRANCE;1749-1821;417
DESIDERIO DA SETTIGNANO;settignano, 1428, florence, 1464, nationalité : italienne;ITALIE;1428-1464;26564
DESIRE LUCAS LOUIS MARIE;;;;23773
DESJARDINS MARTIN;;;;21379
DESMARCHIX;Nantes, ?;FRANCE;;12855
DESMARET;;;;884
DESNOYER FRANÇOIS;montauban, 1894, perpignan, 1972;;1894-1972;10505
DESPIAU CHARLES;mont-de-marsan, 1874-11-04, paris, 1946-10-28, nationalité : française;FRANCE;1874-11-04-1946-10-28;8897
DESPREY LOUIS ANTOINE PRUDENT;;FRANCE;;26691
DESPREZ LOUIS;Paris, 1799, paris, 1870;FRANCE;1799-1870;8494
DESROUSSEAUX LAURENT;;;;18489
DESRUELLES FELIX ALEXANDRE;1856, 1943;;1856-1943;13728
DESSERPRIT ROGER;Buxy, 1923, paris, 1985;FRANCE;1923-1985;14155
DESVERGNES CHARLES JEAN CLEOPHAS;Bellegarde, 1860, meudon, 1928, prix de rome en 1889;FRANCE;1860-1928-1889;18250
DEUXIEME ATELIER DE LA DAURADE;;;;9334
DEVAULX ALEXANDRE HENRI;Paris, 1856, paris, 1940;FRANCE;1856-1940;18214
DEVAULX ERNEST THEOPHILE;Paris, 1831, 1901, fils de françois-théodore devaulx (1808-1870);;1831-1901-1808-1870;26711
DEVAULX FRANÇOIS THEODORE;;FRANCE;;26712
DEVAUX;;;;5938
DEVENET CLAUDE;?, 1851, ?, 1931, nationalité : française;;1851-1931;26713
DEVENET CLAUDE MARIE;uchizy (71), 28 novembre 1851, paris, 11 novembre 1931, -;FRANCE;71-28-1851-11-1931;5184
