Auteur;P1;Ecole_pays_1;P_Dates;Id
JEAN PAUL FRANÇOIS;menuisier parisien, installé rue du faubourg-saint-antoine, est admis à la maîtrise le 5 octobre 1784, salverte précise qu'il fait faillite au printemps 1789;FRANCE;5-1784-1789;6398
JECKER;;;;288
JOLLIVET LOUIS;"nevers, 17 mai 1876, nord-pas-de-calais, 16 juin 1915#poterie-faïencerie la montagne : en activité de 1835 à 1926 en 1835 la famille d'espeuilles, propriétaire de la terre de ""la montagne"" à saint-honoré-les-bains fit appel aux frères meyer, qui vinrent s'installer dans un petit atelier et procédèrent à des essais de grès. en 1840, une poterie fut édifiée à ""la montagne"", où il existait déjà une tuillerie. en 1856, charles-frédéric fischer, artiste céramiste originaire de strasbourg, prit la direction de la fabrique. les fischer, au départ plus artistes que céramistes, furent probablement à l'origine des terres vernissées artistiques dites ""barbotines"" fabriquées à saint-honoré-les-bains.  au départ de fischer vers 1860, des contacts furent établis entre meyer, régisseur de ""la montagne"" et louis deblaye, propriétaire de la manufacture de niderviller, qui envoya des recettes pour faire des essais de faïence blanche et brune. on fabriquait alors essentiellement de la poterie de grès en tout genre, porcelaine opaque, tuyaux, drains etc.  seguin reprit la poterie en 1869, edmond burlin lui succéde en 1895.  edmond burlin meurt en 1900, sa femme marie burlin née gauthé reprend la poterie jusqu'en 1908. louis jolivet loua la poterie et en prit la direction de 1908 à 1914, il produisit de la faïence stanifère. en 1914, les jolivet furent mobilisés et l'atelier ferma.  en 1920, louis martin, tourneur, reprit la direction de la fabrique. il liquida les stocks d'avant-guerre, réutilisa les formes classiques, et produisit des grès en émaux colorés et flammés. la fabrique ferma définitivement en 1926.  depuis 1835, la poterie de saint-honoré-les-bains a produit des grès utilitaires et d'art. en 1856, sous l'influence des fisher, on a commencé une production de ""barbotines"" c'est à dire de terres vernissées. de 1860 à 1914, de la faïence dans le style de nevers et de 1920 à 1926 des émaux flammés et coulés. jean rosen : faïences françaises du grand-est edition du comité des travaux historiques et scientifiques 2001";FRANCE;17-1876-16-1915-1835-1926-1835-1840-1856-1860-1869-1895-1900-1908-1908-1914-1914-1920-1926-1835-1856-1860-1914-1920-1926-2001;7983
JORAND JEAN BAPTISTE JOSEPH;;;;5705
JOSEPH DUFOUR;;;;7905
JOURDAIN FRANCIS;paris, 1876-11-2, ?, 1958-12-31;;1876-11-2-1958-12-31;7984
JULES RIOTTOT CHARDON & PACON;- entreprise fondée en 1825 - installé grand rue de reuilly (paris 12e) jusqu'en 1884 - optien des médailles de bronze ou d'argent aux expositions universelles - spécialité dans l'imitation de bois naturels, de marbres et d'agates#becquet : imprimeur à paris, 19e siècle, pratique la lithographie;FRANCE;1825-12-1884-19;7986
JUSSELIN E;peintre sur faïence à la manufacture 'le bout du monde' sous la direction d'antoine montagnon#manufacture le bout du monde : cette manufacture a été fondée en 1648.;FRANCE;1648;7987
KAUFMANN ANGELICA;;;;6476
KELLER ET GUERIN;;;;7557
KELLER FRERES;Successeurs de gustave keller, actifs à paris après 1857;;1857;7233
KERVERSAU GILLES DE;;;;5190
KIRSTEIN JACOB FRIEDRICH;strasbourg, 1765, strasbourg, 1838;;1765-1838;7989
KIRSTEIN JOACHIM FRIEDRICH II;strasbourg, 1805, strasbourg, 1860;;1805-1860;8115
KIRSTEIN JOHANN JACOB;strasbourg, 1733, strasbourg, 1816;;1733-1816;8193
KLEY LOUIS;sens, 1833, ?, 1911;FRANCE;1833-1911;1815
KOCKS ADRIANUS;delft, ?, ?, ?;PAYS-BAS;;661
KOCKS PIETER ADRIAENSZ;;;;7083
KRAUS FRANZ ANTON;söfflingen, 1706, einsiedeln, 1752, nationalité : allemande;ALLEMAGNE;1706-1752;8222
KRESS JEAN JACQUES;?, 1784, ?, 1839;;1784-1839;277
KUNIYOSHI UTAGAWA;;;;2813
L'A GREC;;;;7133
LA BORNE FLEURIE;;;;6970
LA FLECHE;;;;661
LA HACHE DE PORCELAINE;;;;7130
LAAN JAN VAN DER;Jan van der laan (1691-1693) ou plutôt jan janszeun van der laan (1675-1715);;1691-1693-1675-1715;7073
LAAN JANS VAN DER;;;;7073
LABBE LAURENT;orfèvre - cuilleriste etabli 61 rue quincampoix poinçon insculpé le 6 avril 1829 poinçon biffé le 15 mai 1838 poinçon réinsculpé en 1849 poinçon biffé définitivement en 1852, nationalité : française;FRANCE;61-6-1829-15-1838-1849-1852;1557
LACHENAL EDMOND;paris (ville), 1855, ?, 1930#atelier edmond lachenal : châtillon-sous-bagneux, ? ,;FRANCE;1855-1930;810
LAFFITTE LOUIS;?, 1770, ?, 1828, nationalité : française#dufour : - 1797 installation à mâcon sous son nom après des collaborations à lyon - 1806 succés à l'exposition des produits de l'industrie française - 1808 installation à paris, rue beauvau, faubourg saint-antoine - raison sociale en 1812 : dufour - raison sociale en 1816 : joseph dufour - raison sociale de 1820 à 1826 : j. dufour et cie - 1819 médaille d'argent à l'exposition des produits de l'industrie française - 1822 association de joseph dufour avec son gendre (voir dufour et leroy);;1770-1828-1797-1806-1808-1812-1816-1820-1826-1819-1822;2555
LALANNE CLAUDE;;;;5541
LALIQUE RENE;;;;6844
LANCELOT PIERRE;faïencerie de l'autruche de 1846 à 1851;FRANCE;1846-1851;852
LAND J & H;;GRANDE-BRETAGNE;;8223
LANGLACE JEAN BAPTISTE;actif de 1807 à 1844. sa renommée de peintre de paysages a largement dépassé celle qu'il acquit à sèvres au cours d'une carrière de trente-sept années consécutives ,#develly : peintre de genre et d'animaux, actif de 1813 à 1848 ,#boullemier fils : actif de 1813 à 1855;;1807-1844-1813-1848-1813-1855;3300
LAPI;?, 1692, ?, 1775;ITALIE;1692-1775;5851
LASNE MICHEL;caen, 1590, paris (ville), 4 décembre 1667, nationalité : française;;1590-4-1667;392
LAUDIN;;FRANCE;;1175
LAUDIN JACQUES I;limoges, 1627, limoges, 1695;FRANCE;1627-1695;1163
LAUGIER JEAN BAPTISTE;;;;7176
LE COEUR;;;;7073
LE MANTONIER;emailleur à la charité sur loire;FRANCE;;8224
LE PLAT DE PORCELAINE;;;;7076
LE POT DE METAL;;;;657
LE PRIMATICE;;;;880
LE ROUX EUGENE;caen, 1807, paris, 1863-08-27, nationalité : française;FRANCE;1807-1863-08-27;6285
LE ROY;;;;2365
LE ROY ET FILS;;;;4570
LE ROY JULIEN;horlogers du roi, julien le roy (tours, 1686, ?, 1759) et son fils pierre (1717-1785), tous deux horlogers du roi, grands noms de l'horlogerie française;;1686-1759-1717-1785;4570
LE ROY PIERRE;;;;4570
LE SUEUR EUSTACHE;;;;9331
LE TITIEN;;;;6527
LEDURE;;;;8225
LEGENDRE MAURICE;;;;5180
LEGRAND;;;;2550
LEGRAND LOUIS;;;;2633
LEMAIRE LOUIS MARIE;;;;8618
LENGLET CHARLES ANTOINE ARMAND;orfèvre 'en grosserie' etabli 32 rue du bourg l'abbé poinçon insculpé le 25 octobre 1823 poinçon biffé le 6 août 1842, nationalité : française;FRANCE;32-25-1823-6-1842;1559
LENOIR ALBERT;;;;6075
LENOIR ETIENNE;;;;4356
LEONETTI GIOVANNI BATTISTA;?, ?, ?, 1830;ITALIE;1830;5961
LEPAUTE;?, 1751, ?, 1843;;1751-1843;2986
LEPAUTE HENRY;;;;3218
LEPAUTE JEAN ANDRE;thonne-la-long, 1720, paris, 1789;FRANCE;1720-1789;1769
LEPAUTE JEAN JOSEPH;;;;2979
LEPAUTRE PIERRE;;;;7561
LEPIC LUDOVIC NAPOLEON;L'artiste ludovic-napoléon, vicomte de le pic (1839-1889) est l'auteur d'une série de décors de marines imprimés et rehaussés de couleurs, apposés sur deux services de table en faïence fine de creil et montereau. a l'image de sa production peinte représentant la plage de berck-sur-mer, il décrit à travers cette série la vie des marins et pêcheurs sur le rivage, utilisant souvent la lumière du crépuscule pour illustrer les scènes choisies.;;1839-1889;7222
LEREBOURS NOEL JEAN;mortain, 1762, paris, 1840;;1762-1840;296
LEROY;- 1846 une manufacture de papiers peints à la mécanique est dirigé par louis isidore leroy (1816-1899) au 59 rue lafayette à paris. - 1850 au 86 rue lafayette - 1855 mention honorable à l'exposition universelle de paris pour des papiers peints 'imprimés par des procédés mécaniques'. - 1862 médaille unique à l'exposition universelle de londres. - 1865 la manufacture à la marque de fabrique i.l. se trouve au 170 rue lafayette. - 1867 participe à l'exposition parisienne, 'l'usine de m. leroy emploi 310 ouvriers et produit annuellement 3 millions de rouleaux. (...) il fabrique spécialement par 25 petites machines à la main [avec des cylindres gravés en relief], imprimant de 1 à 12 couleurs. depuis peu seulement, il emploi une grande machine à vapeur système anglais.' - 1879 deux annexes au 7 et 9 rue château landon. - 1882 l'usine à vapeur fonctionne au 11 rue château-landon. - 1912 expropriation par la compagnie des chemins de fer de l'est et transfert à ponthierry en seine-et-marne. - isidore leroy (s.a.), fabricant, ponthierry, seine-et-marne est listé à l'exposition internationale des arts et techniques à paris, en 1937. - fermeture des usines leroy en 1982., nationalité : française;FRANCE;1846-1816-1899-59-1850-86-1855-1862-1865-170-1867-310-3-25-1-12-1879-7-9-1882-11-1912-1937-1982;8227
LEROY ISIDORE;manufacture des papiers peints fondée en 1842 à paris par louis-isidore leroy (1816-1899), en 1912, elle est transférée à saint-fargeau-ponthierry, elle ferme définitivement en 1982.;FRANCE;1842-1816-1899-1912-1982;2589
LEROY ISIDORE & FILS;manufacture des papiers peints fondée en 1842 à paris par louis-isidore leroy (1816-1899), en 1912, elle est transférée à saint-fargeau-ponthierry, elle ferme définitivement en 1982.;FRANCE;1842-1816-1899-1912-1982;2949
LEROY LOUIS;;;;7013
LEROY MARSEILLE;;;;30
LEVASSEUR;;;;2773
LEVILLAIN FERDINAND;passy, 1837, paris, 1905-01;FRANCE;1837-1905-01;1783
LEVRAT;;FRANCE;;4502
LEVY DHURMER LUCIEN;alger, 30 septembre 1865, le vésinet, 24 septembre 1953, nationalité : française#manufacture clément massier : issu d'une famille de céramistes dans le sud de la france (vallauris), clément massier (1844 - 1917) fut le fils de jacques massier (1801 - 1871) celui-ci était le précurseur dans la famille de cet élan artistique dans la poterie (qui au départ était plutôt utilitaire). dès son plus jeune âge (12 ans) il fut sensibilisé à la poterie, et plus particulièrement grâce à un ouvrier de son père nommé : « gandolfi gaetano ». en effet cet enfant très intelligent suivit cet ouvrier de près dans tous ses travaux prenant des notes comme un élève face à un professeur. gaetano aura été l'initiateur de plusieurs techniques dont la faïence émaillée pour clément mais aussi pour toute la famille massier. dès lors la maison massier se distingue par l'originalité de ses travaux qui deviendront exclusivement artistiques. suite à la succession de la famille, clément va dans un premier temps s'associer avec son frère : « delphin massier » pour finir indépendant en dehors de vallauris à golfe-juan près de cannes et nice. ce nouvel endroit permettra de cibler le tourisme fortuné important dans ces régions bénéficiant également de la proximité d'un chemin de fer pour transiter les produits manufacturés. son entreprise dispose de plus d'une soixantaine d'ouvriers. un véritable réseau de commerce a été mis en place grâce à la diffusion de catalogues détaillés en france et à l'étranger. clément massier devient un véritable entrepreneur en ouvrant des points de vente sur la capitale et dans sa propre région, diffusant également ses céramiques en allemagne. clément travaille aussi avec des artistes de renom comme : le sculpteur écossais : « alexandre munroe », le céramiste : « optat milet », le sculpteur : « james vilbert », le peintre : « jules scalbert »... mais surtout l'artiste : « lucien lévy-dhurmer » qui travailla pour clément massier en 1887 finissant directeur artistique de la manufacture. le challenge des manifestations artistiques pousse clément de manière passionnée à effectuer des recherches incessantes dans la mise au point de nouveaux types de faïences à reflets métalliques et souvent de couleur turquoise. ainsi il se distingue avec une médaille d'or en 1889 avec ce lustre métallique lors d'une exposition universelle. grâce à ses travaux chimiques, il s'impose comme un des auteurs principaux de la céramique irisée. la richesse de la diversité de ses oeuvres en ressort clairement. son esprit créateur dans les arts du feu continue avec la présentation de 15 de ses oeuvres au salon de la société des artistes français en 1898. c'est à l'exposition universelle en 1889 qu'il expose ce nouveau type de céramique. les honneurs les plus hauts lui ont été adressés par les juges impressionnés par son travail. il devenait quelqu'un d'unique et de moderne toujours à la recherche de l'équilibre et de la découverte et ce, jusqu'à sa mort. a partir de 1905 clément massier produira également de la poterie culinaire de luxe, des articles utilitaires (cendriers, boites d'épingles et même des tuiles et éléments pour l'architecture...). suite à son décès (14 mars 1917) son entreprise sera reprise par ses filles qui rééditeront les oeuvres de leur père.;;30-1865-24-1953-1844-1917-1801-1871-12-1887-1889-15-1898-1889-1905-14-1917;809
LHOSTE JEAN BAPTISTE;maître-orfèvre à saint-quentin. reçu maître-orfèvre en 1739. acquis jusqu'en 1766;FRANCE;1739-1766;6823
LIBERT GEORGES;;;;8235
LIGER;;;;4760
LIMOSIN LEONARD;limoges, 1505, ?, 1575 vers;FRANCE;1505-1575;8247
LING A;;;;290
LION EUGENE;?, 1867, ?, 1945;;1867-1945;222
LOCRE;à paris de 1773 à 1824, fondée en 1773 par jean-baptiste locré, rue de la fontaine-au-roi. le sculpteur laurent russinger acquit la manufacture en 1787, qui s'associa, en 1797, avec françois pouyat. seul propriétaire de la fabrique en 1800, pouyat la vendit en 1810 à ses trois fils. la manufacture ferma en 1824;;1773-1824-1773-1787-1797-1800-1810-1824;4658
LOUIS EDMOND;;FRANCE;;3606
LOVATELLI COLOMBO WITOLD;;;;7562
LUMEAU A;;FRANCE;;6713
LYONS GUSTAVE;faïencier à la manufacture 'bethléem-la maison des gambin' de 1838 à 1872;FRANCE;1838-1872;853
LYONS JEAN JOSEPH AUGUSTE;faïencier à la manufacture 'bethléem - la maison des gambin' de 1812 à 1838;;1812-1838;881
MAC CONNICO HILTON;;;;5021
MADER;?, 1789, paris, 1830;FRANCE;1789-1830;2424
MADER FRERES;dessinateur d'ornements, paris;FRANCE;;2436
MADER VVE;;FRANCE;;2394
MADER XAVIER;;;;2423
MAGLIONE MILVIA;;;;5181
MAILLOT THEODORE PIERRE NICOLAS;;;;6047
MAISON DES GAMBIN;;;;853
MAITRE AU DE;;;;3058
MAITRE I C;jean de court ?, actif à limoges entre 1553 et 1585, nationalité : française;FRANCE;1553-1585;7
MAJORELLE LOUIS;toul, 1859, nancy, 1926;FRANCE;1859-1926;6716
MALAINE JEAN LAURENT;;;;2583
MANGUIN PIERRE;;;;7230
MANUFACTURE BAUMANN;;;;8815
MANUFACTURE BETHLEEM;;;;853
MANUFACTURE D'APREY;;;;8249
MANUFACTURE D'AUBUSSON;;;;6632
MANUFACTURE DE BAYEUX;;FRANCE;;4048
MANUFACTURE DE BEAUVAIS;La manufacture de tapisserie de beauvais, est une manufacture royale fondée en 1664 par colbert, à beauvais, dont la qualité de la production de basse-lisse était équivalente à la production de la manufacture des gobelins. elle est toujours en activité.;FRANCE, BEAUVAIS;1664;4360
MANUFACTURE DE CHANTILLY;;FRANCE;;3674
MANUFACTURE DE COUSSAC BONNEVAL;?, 1777, ?, 1840, nationalité : française;;1777-1840;9337
MANUFACTURE DE CREIL MONTEREAU;union des 2 manufactures le 1er avril 1840;;2-1-1840;1695
MANUFACTURE DE CRISTAUX DU CREUSOT;1786, 1832, en 1785, le site de montcenis près du creusot est choisi pour accueillir la manufacture des cristaux et émaux de la reine (initialement créée à sèvres à linitiative de philippe-charles lambert et barthélémy boyer) et une cristallerie est construite en 1786 selon les plans de l'architecte barthélémy jeanson. en 1787, la manufacture des cristaux de la reine est officiellement transférée de sèvres au creusot. suite à larrêt de la fabrication de cristal en 1790 pour la production de verre commun, la cristallerie de montcenis perd le titre de manufacture des cristaux de la reine. en 1818, jean-françois chagot devient propriétaire de la cristallerie et entreprend notamment la construction de fours supplémentaires, la manufacture connaît alors une période de production importante et jusquà 540 tonnes de cristal sont produites en 1829. toutefois, les grèves de juillet 1830, le ralentissement de la production et les relations entre les héritiers chagot provoquent une crise au sein de la cristallerie. la manufacture est rachetée en 1832 par les établissements de saint-louis et baccarat, entraînant larrêt de la fabrication et de la vente de cristaux le 31 octobre de la même année. la cristallerie est transformée quelques années plus tard par eugène schneider (1805 - 1875), gérant des forges et ateliers du creusot, qui en fait sa résidence après le rachat des bâtiments de lancienne cristallerie par lui et son frère adolphe schneider (1802 - 1845). en labsence de documents attestant avec certitude la provenance des cristaux, peu de pièces peuvent véritablement être attribuées à la manufacture des cristaux du creusot (jusquen 1830, les tarifs, textes dépoque et mentions lors des expositions industrielles nomment cette manufacture manufacture de cristaux de montcenis).;;1786-1832-1785-1786-1787-1790-1818-540-1829-1830-1832-31-1805-1875-1802-1845-1830;6923
MANUFACTURE DE DELFT;;PAYS-BAS, DELFT;;1863
MANUFACTURE DE L'AUTRUCHE;;FRANCE;;840
MANUFACTURE DE L'ECCE HOMO;;;;559
MANUFACTURE DE LIMOGES;;FRANCE, LIMOGES;;3982
MANUFACTURE DE MEILLONNAS;Manufacture entre 1760 et 1870;FRANCE;1760-1870;6855
MANUFACTURE DE MEISSEN;;ALLEMAGNE;;692
MANUFACTURE DE MENNECY;;FRANCE;;3129
MANUFACTURE DE PIGORY;?, 19e siècle, claude françois pigory, ancien négociant en dentelle, maire de chantilly entre 1804 et 1812, a repris en 1803 la manufacture de porcelaine dure de chantilly, fondée par l'entrepreneur anglais christophe potter dans le quartier des fontaines (place de l'hospice) afin de diversifier sa production et de ne pas se cantonner à la porcelaine tendre, plus habituelle à chantilly . cette manufacture de porcelaine dure avait pour ambition de concurrencer les manufacturiers parisiens et ses productions étaient écoulées notamment via les réseaux de christophe potter. on y créait 'de la porcelaine peinte et dorée, des vases d'ornements, des services de table'.;FRANCE,CHANTILLY;19-1804-1812-1803;9339
MANUFACTURE DE PILLIVUYT;Pillivuyt est une manufacture de porcelaine fondée en 1818 par jean louis richard pillivuyt. implantée dabord sur la commune de foëcy, cest en 1853 que charles, son fils, décide dinstaller sa nouvelle usine à mehun-sur-yèvre, toujours en activité.;FRANCE;1818-1853;9340
MANUFACTURE DE RAMBERVILLERS;Manufacture créée en 1885 à rambervillers.;;1885;1619
MANUFACTURE DE RUBELLES;?, 1838, ?, 1857;FRANCE;1838-1857;751
MANUFACTURE DE SAINT CLEMENT;;FRANCE;;611
MANUFACTURE DE SAINT CLOUD;;FRANCE;;3146
MANUFACTURE DE SAINT QUIRIN;;;;5546
MANUFACTURE DE SARREGUEMINES;;FRANCE, SARREGUEMINES;;5549
MANUFACTURE DE SEVRES;paris, 1822, ?, 1884;FRANCE;1822-1884;6821
MANUFACTURE DES GOBELINS;;FRANCE;;3178
MANUFACTURE DES ISLETTES;fondée en 1764;;1764;1595
MANUFACTURE DU BOUT DU MONDE;cette manufacture a été fondée en 1648.;FRANCE,NEVERS;1648;896
MANUFACTURE DU BUEN RETIRO;?, 1768, ?, 1846, nationalité : française#thomire : ?, 1751, ?, 1843;;1768-1846-1751-1843;2979
MANUFACTURE DU MONTPARNASSE;;;;7973
MANUFACTURE DU PAON;;PAYS-BAS;;662
MANUFACTURE INDETERMINEE;;ALLEMAGNE;;805
MANUFACTURE LA CROIX D'OR   LE LION D'OR   LA FLEUR DE LYS;;;;572
MANUFACTURE LA ROYALE;;;;576
MANUFACTURE LE BOUT DU MONDE;cette manufacture a été fondée en 1648.;FRANCE;1648;8599
MANUFACTURE LE LOGIS DU PRIEUR DE ST GILDAS;;;;602
MANUFACTURE LES ISLETTES;;;;1631
MANUFACTURE NATIONALE DE SEVRES;peintre d'ornements de 1840 à 1846 et ensuite émailleur sur métaux puis chef de l'atelier spécial consacré à cette technique à sèvres de 1848 à 1873;FRANCE, SEVRES;1840-1846-1848-1873;3302
MANUFACTURE ROYALE DE SEVRES;;;;3168
MANUFACTURE TROUSSEAU ET CIE;de 1885 à 1892;FRANCE;1885-1892;8600
MANUFACTURES DE FAIENCE DE STRASBOURG ET DE HAGUENAU;;;;7951
MARAIS;n'est pas auguste léon marais.#wicar : lille, 1762, rome, 1834;FRANCE;1762-1834;5809
MARCHETTI DOMENICO;?, 1780, ?, 1844#borani : ?, 1810, ?, ?;ITALIE;1780-1844-1810;5629
MARCOLINI;directeur de la manufacture de meissen;ALLEMAGNE;;691
MARI ENZO;;;;5517
MARKSVELD PIETER VAN;Fabrique de l'a grec, fondée en 1658 par wouter van eenhoorn. dirigée successivement par samuel van eenhoorn, adriaen kocks, pieter adriaensz kocks. rachetée en 1758 par jan theunis dextra. la dernière marque, jusqu'en 1785, fut celle de jan van den briel. la dernière mention dans les archives date de 1818fondée en 1658 par wouter van eenhoorn. dirigée successivement par samuel van eenhoorn, adriaen kocks, pieter adriaensz kocks. rachetée en 1758 par jan theunis dextra. la dernière marque, jusqu'en 1785, fut celle de jan van den briel. la dernière mention dans les archives date de 1818;;1658-1758-1785-1818-1658-1758-1785-1818;7133
MARREL BENOIT;pont-saint-esprit, 1725, paris, 1871;FRANCE;1725-1871;3558
MARTI FRITZ;travaille à vieux -charmont (doubs, franche-comté) en 1876. expose des roulants en1900. médailles d'or et fils,1908, nationalité : française;;1876-1900-1908;6790
MARTIN;;;;2394
MARTIN & DEJEAN;est un orfèvre parisien dont le poinçon a été insculpé le 16 décembre 1826. il s'est ensuite associé à l' orfèvre parisien joseph philippe adolphe déjean, orfèvre martin et dejean entre 1837 et 1846, leur poinçon a été insculpé en 1837 et biffé en 1846, orfèvre dejean actif entre 1846 et 1865;FRANCE;16-1826-1837-1846-1837-1846-1846-1865;8603
MARTIN CHARLES DENIS NOEL;est un orfèvre parisien dont le poinçon a été insculpé le 16 décembre 1826. il s'est ensuite associé à joseph philippe adolphe déjean, leur poinçon est insculpé en 1837 et biffé en 1846;FRANCE;16-1826-1837-1846;8604
MARTIN LOUIS;"il fut le dernier directeur de la poterie la montagne à st honoré les bains. il exerça de 1916 à 1926 date de fermeture de la poterie. membre du groupe d'emalution artistique du nivernais#poterie-faïencerie la montagne : en activité de 1835 à 1926 en 1835 la famille d'espeuilles, propriétaire de la terre de ""la montagne"" à saint-honoré-les-bains fit appel aux frères meyer, qui vinrent s'installer dans un petit atelier et procédèrent à des essais de grès. en 1840, une poterie fut édifiée à ""la montagne"", où il existait déjà une tuillerie. en 1856, charles-frédéric fischer, artiste céramiste originaire de strasbourg, prit la direction de la fabrique. les fischer, au départ plus artistes que céramistes, furent probablement à l'origine des terres vernissées artistiques dites ""barbotines"" fabriquées à saint-honoré-les-bains.  au départ de fischer vers 1860, des contacts furent établis entre meyer, régisseur de ""la montagne"" et louis deblaye, propriétaire de la manufacture de niderviller, qui envoya des recettes pour faire des essais de faïence blanche et brune. on fabriquait alors essentiellement de la poterie de grès en tout genre, porcelaine opaque, tuyaux, drains etc.  seguin reprit la poterie en 1869, edmond burlin lui succéde en 1895.  edmond burlin meurt en 1900, sa femme marie burlin née gauthé reprend la poterie jusqu'en 1908. louis jolivet loua la poterie et en prit la direction de 1908 à 1914, il produisit de la faïence stanifère. en 1914, les jolivet furent mobilisés et l'atelier ferma.  en 1920, louis martin, tourneur, reprit la direction de la fabrique. il liquida les stocks d'avant-guerre, réutilisa les formes classiques, et produisit des grès en émaux colorés et flammés. la fabrique ferma définitivement en 1926.  depuis 1835, la poterie de saint-honoré-les-bains a produit des grès utilitaires et d'art. en 1856, sous l'influence des fisher, on a commencé une production de ""barbotines"" c'est à dire de terres vernissées. de 1860 à 1914, de la faïence dans le style de nevers et de 1920 à 1926 des émaux flammés et coulés. jean rosen : faïences françaises du grand-est edition du comité des travaux historiques et scientifiques 2001";FRANCE;1916-1926-1835-1926-1835-1840-1856-1860-1869-1895-1900-1908-1908-1914-1914-1920-1926-1835-1856-1860-1914-1920-1926-2001;8605
MARTY & CIE;on trouve trace dans des catalogues de ventes d'un horloger marti et cie, milieu du 19e siècle;;19;6786
MASCRET JEAN;mascret : actif de 1810 à 1848#oudry : paris, 1686, paris, 1755, nationalité : française;FRANCE, SEVRES;1810-1848-1686-1755;8608
MASCRET LOUIS;;;;8612
MASQUELIER NICOLAS FRANÇOIS JOSEPH;lille, 1760, paris, 1809;FRANCE;1760-1809;6111
MASSARD;?, 1818, ?, 1899;;1818-1899;6141
MASSARD FELIX;?, 1773, ?, 1ère moitié 19e siècle#vauthier : ?, 1818, ?, 1899;FRANCE;1773-1-19-1818-1899;6373
MASSARD JEAN BAPTISTE RAPHAEL URBAIN;paris, 1775, vitry-châtillon, 1843, granger : paris, 1779, paris, 1840;FRANCE;1775-1843-1779-1840;5683
MASSAUD JEAN MARIE;;;;5518
MASSIER CLEMENT;;;;809
MASSON CLAUDE;claude masson (paroisse de saint sauveur) maître émailleur en verre. epouse en premières noces nazaire donon, en secondes louise gaultier, soeur de baptiste gaultier marchand émailleur de la ville de marseille (7 août 1740) hôte  de la fleur de lys place mossé à nevers vers 1661;FRANCE;7-1740-1661;8614
MAYER HEINE JACOB;;;;3302
MENABUONI GIUSEPPE;?, 1708, ?, 1745;ITALIE;1708-1745;6175
MENEGAZZI GIOVANNI;;ITALIE;;8616
MENNICKEN JAN EMENS;;BELGIQUE, RAEREN;;8617
MERAN FRERES;;FRANCE;;7160
MERAULT AINE;;;;8685
MERCURI PAOLO;?, 1804, ?, 1884, nationalité : italienne;ITALIE;1804-1884;5621
MERIGOT MAXIMILIEN FERDINAND;;;;6821
MERY PERE;;;;2550
MESSENER;manufacture de papier peint, paris, nationalité : française, lemaire : paris, 1824, paris, 1910;FRANCE;1824-1910;8618
MEURET FRANÇOIS;nantes, 1800, beaumont-le roger, 1887, winterhalter : menzenschwand, 1805, francfort, 1873;FRANCE;1800-1887-1805-1873;8620
MEWESEN PIERRE HARRY;reçu maître le 26 mars 1766. d'origine scandinave, mewesen avait installé son atelier rue du faubourg saint-antoine, à l'enseigne de la ' main d'or '.;;26-1766;6691
MICHAUD FRANÇOIS;;;;7810
MICHEL FREDERIC;;;;8829
MIETTE JEAN;limoges, 16e siècle, nationalité : française, penicaud : limoges, 1515 vers, limoges, 1590 après, nationalité : française;FRANCE;16-1515-1590;1177
MIGEON PIERRE IV;?, 1696, ?, 1758;FRANCE;1696-1758;6711
MIGLIARINI ARCANGELO MICHELE;;;;5731
MILET FELIX OPTAT;;;;910
MILLE;;;;7191
MINTON;;GRANDE-BRETAGNE;;8622
MIRBEL LIZINKA AIMEE ZOE DE;Née en 1796, morte en 1849, femme;;1796-1849;8639
MITORAJ IGOR;;;;5189
MOCHETTI ALESSANDRO;?, 1760, ?, 1812;ITALIE;1760-1812;6277
MODEL CRISTALLERIE;La manufacture maurice model fut créée en 1930 à verdun. elle produisit des pièces en verre pressé-moulé essentiellement destinées à l'exportation. elle fut détruite par des bombardements en 1940.;;1930-1940;8640
MOEGLIN FRERES;- vers 1827, installation à rixheim d'un atelier de fabrication de papiers peints par jean et mathias moeglin. ils étaient auparavant employés comme ouvrier fonçeur et contremaître mélangeur au sein de l'entreprise zuber. - 1827 des rouleaux de papier peints fabriqués par l'entreprise des frères moeglin sont déjà en vente. - mars 1828 les numéros de motifs 86, 87, 89, 90, 91, 93, 94, 96, 97, 96. 99, 105 sont saisis par huissier pour contrefaçon. au cours de la procédure, 5 sont considérés comme des copies serviles 'calqués et servilement contrefait' et les autres sont qualifiés d'imitation. - février 1829, association avec joseph zimmermann. la procédure judiciaire se prolonge (vice de forme donc appel etc.) et pendant ce temps la production moeglin se poursuit. la raison sociale moeglin frères & zimmermann est déposé en 1829 à rixheim par jean et mathias moeglin et joseph zimmermann de blotzheim. (mention seulement à cette date dans l'histoire documentaire de mulhouse, 1902) - juin 1829, la saisie des rouleaux et planches des motifs contrefaits est confirmée par le dernier jugement. zuber peut saisir les papiers peints ainsi officiellement contrefaits partout où ils seront découverts. - cette entreprise est liquidée dès 1832. (date mentionnée dans l'histoire documentaire de mulhouse, 1902). [source : archives zuber mpp z 157, petit dossier suite au litige porté devant le tribunal de commerce de mulhouse pour contrefaçon];FRANCE;1827-1827-1828-86-87-89-90-91-93-94-96-97-96-99-105-5-1829-1829-1902-1829-1832-1902-157;8642
MOEGLIN FRERES & ZIMMERMANN;;;;8642
